954	432	328	299
946	427	353	296
947	434	355	305
951	447	352	292
960	450	344	280
985	442	318	294
995	436	299	311
989	459	320	299
985	459	318	293
1003	450	315	309
1035	436	279	328
1013	457	295	301
1019	449	308	326
1008	432	315	342
963	440	384	340
928	412	449	357
933	473	445	302
930	471	449	307
923	459	462	326
915	453	477	332
927	468	464	337
930	501	448	290
920	484	455	311
917	456	459	337
924	491	454	323
908	481	461	333
898	511	471	289
899	496	464	319
895	495	461	333
890	511	462	317
886	516	465	323
882	517	468	326
869	521	471	322
852	531	496	322
853	532	480	323
868	510	459	357
832	526	490	337
843	527	467	349
812	536	498	340
788	564	505	320
776	554	517	329
767	557	507	328
757	563	528	336
749	563	526	334
737	553	543	374
744	550	515	369
721	546	536	372
726	574	516	356
714	587	508	348
726	583	478	357
690	578	507	361
697	593	488	363
679	587	485	374
704	577	445	394
696	567	453	409
698	560	438	430
708	579	418	415
690	577	416	424
712	551	396	465
676	550	451	469
675	583	441	464
656	593	450	430
667	599	435	452
677	591	425	458
679	581	424	484
662	575	450	494
668	594	437	458
683	613	420	439
682	617	422	448
699	609	407	453
701	615	404	444
710	614	407	457
698	624	431	444
689	617	449	446
643	633	521	447
626	666	601	410
602	633	651	444
623	675	623	396
617	687	616	378
610	659	634	413
622	655	624	419
623	646	623	420
629	644	614	418
621	637	626	429
614	634	630	423
632	626	622	450
626	639	610	415
639	597	603	474
632	664	573	405
626	625	592	435
633	598	599	458
642	644	595	393
654	630	567	406
660	598	592	450
672	598	571	440
669	608	583	432
673	592	590	428
682	625	563	401
686	586	597	432
699	598	603	409
710	601	596	406
698	580	622	393
733	618	587	359
736	593	584	379
739	581	605	404
756	576	589	389
779	563	579	419
778	561	592	403
792	582	615	396
802	550	588	401
817	543	606	421
831	558	610	416
820	505	628	475
833	534	596	428
844	552	602	410
848	515	619	456
851	556	610	409
850	541	626	430
856	521	625	449
850	514	634	463
851	466	644	517
849	472	643	521
878	483	591	509
871	452	616	523
868	495	639	505
856	505	624	484
865	476	633	514
884	495	628	490
884	505	642	491
869	466	623	533
879	488	631	509
865	484	622	508
884	466	626	536
876	447	611	559
886	471	601	524
875	479	607	544
865	426	617	586
875	399	593	615
877	409	604	611
862	398	630	626
866	440	600	586
851	409	618	613
856	409	631	616
868	392	603	647
849	405	629	636
842	416	645	631
859	406	582	660
839	349	607	710
865	346	539	735
850	379	543	690
