52	141	148	176
37	141	148	173
29	146	150	175
10	153	152	176
8	161	151	174
10	155	154	173
7	151	151	173
0	147	153	178
-2	147	155	178
-3	149	154	179
-4	148	155	178
-4	148	153	179
-4	147	152	179
-6	147	144	177
-8	145	142	179
-5	146	144	176
1	146	142	172
19	144	133	159
30	147	128	152
33	150	120	143
32	147	112	132
33	144	108	131
38	141	105	124
48	141	99	117
56	139	95	117
60	137	91	109
57	137	85	104
53	136	82	100
54	132	79	97
64	128	73	95
65	128	70	88
54	129	69	84
46	131	68	84
50	135	64	80
56	132	62	79
57	133	59	89
59	134	56	93
58	132	55	86
57	132	63	82
64	135	64	79
72	133	59	84
77	137	56	80
81	142	50	80
83	144	53	76
93	143	50	77
101	144	52	88
107	143	52	74
112	144	48	68
114	145	45	70
120	145	43	68
125	148	43	65
130	151	43	64
135	152	41	64
137	164	37	63
140	172	35	65
142	175	34	62
141	179	35	63
142	183	35	63
139	188	31	63
135	197	29	64
133	198	28	67
136	202	26	67
137	207	33	66
139	213	42	62
152	215	39	67
159	220	36	68
158	225	43	68
159	227	46	68
159	229	46	68
161	230	44	78
157	233	50	75
150	238	53	74
136	240	62	76
136	238	62	81
147	240	57	89
160	240	54	93
162	247	62	92
166	249	67	92
182	240	66	94
206	244	64	106
221	233	74	117
227	248	88	114
238	230	75	131
259	227	75	138
278	225	76	149
289	221	74	146
298	233	87	141
318	256	79	120
335	207	70	154
347	198	73	175
360	192	70	172
368	185	64	174
363	177	89	180
355	180	74	177
342	176	88	164
336	176	93	176
327	171	95	173
317	172	103	169
314	169	94	169
311	164	92	167
307	161	96	171
304	155	100	176
297	152	103	164
295	146	108	172
287	146	98	151
288	143	101	170
285	143	102	171
281	138	102	169
276	135	110	171
269	133	103	163
265	129	100	166
262	124	102	163
259	113	119	166
260	119	108	169
258	113	100	172
261	106	92	173
258	106	101	172
260	104	92	171
260	101	98	157
258	100	97	173
257	99	100	172
253	102	104	166
250	103	111	173
271	118	122	162
253	131	121	141
203	96	161	170
237	96	158	181
261	101	110	176
263	97	99	179
253	107	113	146
247	104	119	149
238	110	115	152
211	123	132	149
191	125	130	157
191	131	119	181
197	139	105	170
197	139	100	167
182	140	102	141
178	148	104	134
161	158	110	127
144	160	123	120
130	163	127	113
123	176	133	103
106	181	156	95
143	180	122	95
144	184	104	95
145	183	90	112
135	185	85	105
152	185	83	110
162	181	81	114
174	181	76	112
189	179	66	97
200	179	60	99
218	182	55	101
235	186	50	93
255	186	36	90
255	188	37	88
247	196	44	79
241	211	48	77
235	227	58	72
228	227	64	73
229	217	65	94
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
221	221	48	93
